match_name,team_a,team_b,entry_index,raw_minute,minute,event_type,acting_team,base_weight,urgency,weight,text
Argentina_vs_Austria,Argentina,Austria,19,23',23.0,attempt_missed,Austria,3,0.45,4.349,"Attempt missed. Marcel Sabitzer (Austria) left footed shot from the centre of the box is close, but misses to the right. Assisted by Paul Wanner."
Argentina_vs_Austria,Argentina,Austria,20,23',23.0,attempt_missed,Austria,3,0.477,4.43,Attempt missed. Paul Wanner (Austria) header from the centre of the box misses to the left. Assisted by Stefan Posch with a cross.
Argentina_vs_Austria,Argentina,Austria,21,29',29.0,corner,Austria,2,0.0,2.0,"Corner, Austria. Conceded by Nahuel Molina."
Argentina_vs_Austria,Argentina,Austria,22,32',32.0,foul,Argentina,1,0.0,1.0,Foul by Facundo Medina (Argentina).
Argentina_vs_Austria,Argentina,Austria,23,35',35.0,foul,Argentina,1,0.0,1.0,Foul by Nahuel Molina (Argentina).
Argentina_vs_Austria,Argentina,Austria,24,35',35.0,free_kick_won,Austria,1,0.612,1.612,Marcel Sabitzer (Austria) wins a free kick in the attacking half.
Argentina_vs_Austria,Argentina,Austria,25,38',38.0,goal,Argentina,10,0.0,10.0,"Goal! Argentina 1, Austria 0. Lionel Messi (Argentina) left footed shot from the centre of the box to the bottom left corner. Assisted by Facundo Medina following a fast break."
Argentina_vs_Austria,Argentina,Austria,26,40',40.0,yellow_card,Austria,3,0.0,3.0,Stefan Posch (Austria) is shown the yellow card.
Argentina_vs_Austria,Argentina,Austria,27,43',43.0,foul,Austria,1,0.0,1.0,Foul by Kevin Danso (Austria).
Argentina_vs_Austria,Argentina,Austria,28,44',44.0,foul,Argentina,1,0.0,1.0,Foul by Alexis Mac Allister (Argentina).
Argentina_vs_Austria,Argentina,Austria,29,45',45.0,free_kick_won,Austria,1,0.612,1.612,Romano Schmid (Austria) wins a free kick in the attacking half.
Argentina_vs_Austria,Argentina,Austria,30,45+1',46.0,added_time,neutral,0,0.0,0.0,Fourth official has announced 7 minutes of added time.
Argentina_vs_Austria,Argentina,Austria,31,45+2',47.0,foul,Argentina,1,0.0,1.0,Foul by Lautaro Martínez (Argentina).
Argentina_vs_Austria,Argentina,Austria,32,45+2',47.0,free_kick_won,Austria,1,0.791,1.791,Konrad Laimer (Austria) wins a free kick on the left wing.
Argentina_vs_Austria,Argentina,Austria,33,45+7',52.0,half_end,neutral,0,0.0,0.0,"First Half ends, Argentina 1, Austria 0."
Argentina_vs_Austria,Argentina,Austria,34,45',45.0,kickoff,neutral,0,0.0,0.0,"Second Half begins Argentina 1, Austria 0."
Argentina_vs_Austria,Argentina,Austria,35,46',46.0,attempt_missed,Austria,3,0.477,4.43,Attempt missed. Marcel Sabitzer (Austria) right footed shot from outside the box misses to the left. Assisted by Nicolas Seiwald.
Argentina_vs_Austria,Argentina,Austria,36,48',48.0,free_kick_won,Argentina,1,0.796,1.796,Lionel Messi (Argentina) wins a free kick in the defensive half.
Argentina_vs_Austria,Argentina,Austria,37,50',50.0,offside,Argentina,1,0.0,1.0,"Offside, Argentina. Lionel Messi is caught offside."
Argentina_vs_Austria,Argentina,Austria,38,53',53.0,foul,Argentina,1,0.0,1.0,Foul by Enzo Fernández (Argentina).
Argentina_vs_Austria,Argentina,Austria,39,53',53.0,free_kick_won,Austria,1,0.796,1.796,Romano Schmid (Austria) wins a free kick in the defensive half.
Argentina_vs_Austria,Argentina,Austria,40,54',54.0,foul,Argentina,1,0.0,1.0,Foul by Cristian Romero (Argentina).
Argentina_vs_Austria,Argentina,Austria,41,54',54.0,free_kick_won,Austria,1,0.612,1.612,Konrad Laimer (Austria) wins a free kick in the attacking half.
Argentina_vs_Austria,Argentina,Austria,42,55',55.0,attempt_saved,Austria,4,0.751,7.002,Attempt saved. Marcel Sabitzer (Austria) right footed shot from outside the box is saved in the top centre of the goal by Emiliano Martínez (Argentina).
Argentina_vs_Austria,Argentina,Austria,43,57',57.0,substitution,Argentina,0,0.421,0.0,"Substitution, Argentina. Nicolás Otamendi replaces Cristian Romero because of an injury."
Argentina_vs_Austria,Argentina,Austria,44,57',57.0,free_kick_won,Argentina,1,0.796,1.796,Lautaro Martínez (Argentina) wins a free kick in the defensive half.
Argentina_vs_Austria,Argentina,Austria,45,57',57.0,foul,Austria,1,0.0,1.0,Foul by Paul Wanner (Austria).
Argentina_vs_Austria,Argentina,Austria,46,61',61.0,attempt_blocked,Argentina,3,0.494,4.482,Attempt blocked. Enzo Fernández (Argentina) right footed shot from outside the box is blocked. Assisted by Thiago Almada.
Argentina_vs_Austria,Argentina,Austria,47,62',62.0,injury_delay,Austria,0,0.625,0.0,Delay in match because of an injury Kevin Danso (Austria).
Argentina_vs_Austria,Argentina,Austria,48,64',64.0,substitution,Argentina,0,0.0,0.0,"Substitution, Argentina. Julián Alvarez replaces Thiago Almada."
Argentina_vs_Austria,Argentina,Austria,49,65',65.0,attempt_missed,Argentina,3,0.477,4.43,Attempt missed. Lionel Messi (Argentina) left footed shot from the left side of the box misses to the right. Assisted by Enzo Fernández.
Argentina_vs_Austria,Argentina,Austria,50,65',65.0,substitution,Argentina,0,0.0,0.0,"Substitution, Argentina. Nico González replaces Lautaro Martínez."
Argentina_vs_Austria,Argentina,Austria,51,67',67.0,substitution,Austria,0,0.0,0.0,"Substitution, Austria. Marco Friedl replaces David Alaba."
Argentina_vs_Austria,Argentina,Austria,52,67',67.0,attempt_missed,Austria,3,0.296,3.888,Attempt missed. Michael Gregoritsch (Austria) header from the centre of the box is too high. Assisted by Marcel Sabitzer with a cross.
Argentina_vs_Austria,Argentina,Austria,53,68',68.0,substitution,Austria,0,0.0,0.0,"Substitution, Austria. Marko Arnautovic replaces Paul Wanner."
Argentina_vs_Austria,Argentina,Austria,54,68',68.0,substitution,Austria,0,0.0,0.0,"Substitution, Austria. Alexander Prass replaces Stefan Posch."
Argentina_vs_Austria,Argentina,Austria,55,69',69.0,drinks_break,neutral,0,0.318,0.0,Delay in match for a drinks break.
Argentina_vs_Austria,Argentina,Austria,56,73',73.0,attempt_missed,Argentina,3,0.45,4.349,"Attempt missed. Nico González (Argentina) header from the centre of the box is close, but misses to the right. Assisted by Lionel Messi with a cross following a corner."
Argentina_vs_Austria,Argentina,Austria,57,73',73.0,corner,Argentina,2,0.0,2.0,"Corner, Argentina. Conceded by Romano Schmid."
Argentina_vs_Austria,Argentina,Austria,58,75',75.0,free_kick_won,Argentina,1,0.796,1.796,Enzo Fernández (Argentina) wins a free kick in the defensive half.
Argentina_vs_Austria,Argentina,Austria,59,75',75.0,foul,Austria,1,0.0,1.0,Foul by Xaver Schlager (Austria).
Argentina_vs_Austria,Argentina,Austria,60,76',76.0,yellow_card,Austria,3,0.0,3.0,Konrad Laimer (Austria) is shown the yellow card.
Argentina_vs_Austria,Argentina,Austria,61,76',76.0,yellow_card,Argentina,3,0.0,3.0,Facundo Medina (Argentina) is shown the yellow card.
Argentina_vs_Austria,Argentina,Austria,62,76',76.0,free_kick_won,Argentina,1,0.796,1.796,Nico González (Argentina) wins a free kick in the defensive half.
Argentina_vs_Austria,Argentina,Austria,63,76',76.0,foul,Austria,1,0.0,1.0,Foul by Konrad Laimer (Austria).
Argentina_vs_Austria,Argentina,Austria,64,78',78.0,substitution,Austria,0,0.0,0.0,"Substitution, Austria. Patrick Wimmer replaces Romano Schmid."
Argentina_vs_Austria,Argentina,Austria,65,79',79.0,injury_delay,Argentina,0,0.625,0.0,Delay in match because of an injury Emiliano Martínez (Argentina).
Argentina_vs_Austria,Argentina,Austria,66,80',80.0,delay_over,neutral,0,0.052,0.0,Delay over. They are ready to continue.
Argentina_vs_Austria,Argentina,Austria,67,81',81.0,corner,Austria,2,0.0,2.0,"Corner, Austria. Conceded by Facundo Medina."
Argentina_vs_Austria,Argentina,Austria,68,82',82.0,substitution,Argentina,0,0.0,0.0,"Substitution, Argentina. Nicolás Tagliafico replaces Facundo Medina."
Argentina_vs_Austria,Argentina,Austria,69,82',82.0,substitution,Argentina,0,0.0,0.0,"Substitution, Argentina. Leandro Paredes replaces Rodrigo De Paul."
Argentina_vs_Austria,Argentina,Austria,70,85',85.0,substitution,Austria,0,0.0,0.0,"Substitution, Austria. Carney Chukwuemeka replaces Michael Gregoritsch."
Argentina_vs_Austria,Argentina,Austria,71,86',86.0,attempt_blocked,Argentina,3,0.494,4.482,Attempt blocked. Enzo Fernández (Argentina) right footed shot from the centre of the box is blocked.
Argentina_vs_Austria,Argentina,Austria,72,86',86.0,attempt_blocked,Argentina,3,0.494,4.482,Attempt blocked. Nico González (Argentina) right footed shot from the centre of the box is blocked. Assisted by Lisandro Martínez with a through ball.
Argentina_vs_Austria,Argentina,Austria,73,88',88.0,free_kick_won,Argentina,1,0.796,1.796,Nicolás Tagliafico (Argentina) wins a free kick in the defensive half.
Argentina_vs_Austria,Argentina,Austria,74,89',89.0,foul,Argentina,1,0.0,1.0,Foul by Nicolás Otamendi (Argentina).
Argentina_vs_Austria,Argentina,Austria,75,89',89.0,free_kick_won,Austria,1,0.791,1.791,Patrick Wimmer (Austria) wins a free kick on the left wing.
Argentina_vs_Austria,Argentina,Austria,76,90',90.0,added_time,neutral,0,0.0,0.0,Fourth official has announced 5 minutes of added time.
Argentina_vs_Austria,Argentina,Austria,77,90+1',91.0,free_kick_won,Argentina,1,0.791,1.791,Nico González (Argentina) wins a free kick on the left wing.
Argentina_vs_Austria,Argentina,Austria,78,90+2',92.0,yellow_card,Argentina,3,0.542,4.627,Leandro Paredes (Argentina) is shown the yellow card for a bad foul.
Argentina_vs_Austria,Argentina,Austria,79,90+2',92.0,foul,Argentina,1,0.0,1.0,Foul by Leandro Paredes (Argentina).
Argentina_vs_Austria,Argentina,Austria,80,90+2',92.0,free_kick_won,Austria,1,0.612,1.612,Carney Chukwuemeka (Austria) wins a free kick in the attacking half.
Argentina_vs_Austria,Argentina,Austria,81,90+3',93.0,attempt_missed,Austria,3,0.45,4.349,"Attempt missed. Patrick Wimmer (Austria) header from the centre of the box is close, but misses to the left. Assisted by Kevin Danso with a headed pass following a set piece situation."
Argentina_vs_Austria,Argentina,Austria,82,90+3',93.0,handball,Argentina,2,0.0,2.0,Handball by Nicolás Otamendi (Argentina).
Argentina_vs_Austria,Argentina,Austria,83,90+4',94.0,attempt_saved,Argentina,4,0.681,6.723,Attempt saved. Julián Alvarez (Argentina) left footed shot from the centre of the box is saved in the centre of the goal by Alexander Schlager (Austria). Assisted by Lionel Messi with a through ball.
Argentina_vs_Austria,Argentina,Austria,84,90+5',95.0,goal,Argentina,10,0.0,10.0,"Goal! Argentina 2, Austria 0. Lionel Messi (Argentina) left footed shot from the left side of the six yard box to the centre of the goal following a fast break."
Argentina_vs_Austria,Argentina,Austria,85,90+5',95.0,attempt_blocked,Argentina,3,0.494,4.482,Attempt blocked. Lionel Messi (Argentina) left footed shot from the centre of the box is blocked.
Argentina_vs_Austria,Argentina,Austria,86,90+7',97.0,free_kick_won,Argentina,1,0.612,1.612,Lionel Messi (Argentina) wins a free kick in the attacking half.
Argentina_vs_Austria,Argentina,Austria,87,90+7',97.0,foul,Austria,1,0.0,1.0,Foul by Patrick Wimmer (Austria).
Argentina_vs_Austria,Argentina,Austria,88,90+8',98.0,half_end,neutral,0,0.0,0.0,"Second Half ends, Argentina 2, Austria 0."
Argentina_vs_Austria,Argentina,Austria,89,90+8',98.0,attempt_missed,Argentina,3,0.361,4.084,"Attempt missed. Lionel Messi (Argentina) left footed shot from outside the box is close, but misses to the left from a direct free kick."
Argentina_vs_Austria,Argentina,Austria,90,,,half_end,neutral,0,0.0,0.0,"Match ends, Argentina 2, Austria 0."
Brazil_vs_Japan_R32,Brazil,Japan,0,,,pre_match,neutral,0,0.153,0.0,Lineups are announced and players are warming up.
Brazil_vs_Japan_R32,Brazil,Japan,1,,,kickoff,neutral,0,0.0,0.0,First Half begins.
Brazil_vs_Japan_R32,Brazil,Japan,2,1',1.0,free_kick_won,Brazil,1,0.796,1.796,Lucas Paquetá (Brazil) wins a free kick in the defensive half.
Brazil_vs_Japan_R32,Brazil,Japan,3,1',1.0,foul,Japan,1,0.0,1.0,Foul by Takehiro Tomiyasu (Japan).
Brazil_vs_Japan_R32,Brazil,Japan,4,2',2.0,attempt_blocked,Brazil,3,0.494,4.482,Attempt blocked. Bruno Guimarães (Brazil) left footed shot from the right side of the box is blocked. Assisted by Rayan.
Brazil_vs_Japan_R32,Brazil,Japan,5,7',7.0,free_kick_won,Brazil,1,0.612,1.612,Vinícius Júnior (Brazil) wins a free kick in the attacking half.
Brazil_vs_Japan_R32,Brazil,Japan,6,10',10.0,attempt_blocked,Brazil,3,0.494,4.482,Attempt blocked. Bruno Guimarães (Brazil) left footed shot from the centre of the box is blocked. Assisted by Douglas Santos.
Brazil_vs_Japan_R32,Brazil,Japan,7,12',12.0,yellow_card,Japan,3,0.542,4.627,Kaishu Sano (Japan) is shown the yellow card for a bad foul.
Brazil_vs_Japan_R32,Brazil,Japan,8,12',12.0,free_kick_won,Brazil,1,0.796,1.796,Vinícius Júnior (Brazil) wins a free kick in the defensive half.
Brazil_vs_Japan_R32,Brazil,Japan,9,12',12.0,foul,Japan,1,0.0,1.0,Foul by Kaishu Sano (Japan).
Brazil_vs_Japan_R32,Brazil,Japan,10,14',14.0,yellow_card,Brazil,3,0.542,4.627,Casemiro (Brazil) is shown the yellow card for a bad foul.
Brazil_vs_Japan_R32,Brazil,Japan,11,14',14.0,foul,Brazil,1,0.0,1.0,Foul by Casemiro (Brazil).
Brazil_vs_Japan_R32,Brazil,Japan,12,14',14.0,free_kick_won,Japan,1,0.612,1.612,Junya Ito (Japan) wins a free kick in the attacking half.
Brazil_vs_Japan_R32,Brazil,Japan,13,14',14.0,attempt_missed,Brazil,3,0.477,4.43,Attempt missed. Bruno Guimarães (Brazil) right footed shot from the left side of the box misses to the right. Assisted by Lucas Paquetá following a corner.
Brazil_vs_Japan_R32,Brazil,Japan,14,14',14.0,corner,Brazil,2,0.0,2.0,"Corner, Brazil. Conceded by Zion Suzuki."
Brazil_vs_Japan_R32,Brazil,Japan,15,14',14.0,attempt_missed,Brazil,3,0.45,4.349,"Attempt missed. Matheus Cunha (Brazil) left footed shot from outside the box is close, but misses to the left. Assisted by Bruno Guimarães following a fast break."
Brazil_vs_Japan_R32,Brazil,Japan,16,16',16.0,corner,Japan,2,0.0,2.0,"Corner, Japan. Conceded by Casemiro."
Brazil_vs_Japan_R32,Brazil,Japan,17,16',16.0,attempt_blocked,Japan,3,0.494,4.482,Attempt blocked. Daichi Kamada (Japan) right footed shot from outside the box is blocked.
Brazil_vs_Japan_R32,Brazil,Japan,18,27',27.0,attempt_missed,Japan,3,0.296,3.888,Attempt missed. Ayase Ueda (Japan) header from the centre of the box is high and wide to the left. Assisted by Junya Ito with a cross following a corner.
Brazil_vs_Japan_R32,Brazil,Japan,19,27',27.0,corner,Japan,2,0.0,2.0,"Corner, Japan. Conceded by Gabriel Magalhães."
Brazil_vs_Japan_R32,Brazil,Japan,20,29',29.0,goal,Japan,10,0.0,10.0,"Goal! Brazil 0, Japan 1. Kaishu Sano (Japan) right footed shot from outside the box to the bottom left corner following a fast break."
Brazil_vs_Japan_R32,Brazil,Japan,21,32',32.0,free_kick_won,Brazil,1,0.791,1.791,Douglas Santos (Brazil) wins a free kick on the left wing.
Brazil_vs_Japan_R32,Brazil,Japan,22,32',32.0,foul,Japan,1,0.0,1.0,Foul by Ritsu Doan (Japan).
Brazil_vs_Japan_R32,Brazil,Japan,23,33',33.0,offside,Brazil,1,0.0,1.0,"Offside, Brazil. Marquinhos is caught offside."
Brazil_vs_Japan_R32,Brazil,Japan,24,34',34.0,attempt_saved,Brazil,4,0.681,6.723,Attempt saved. Vinícius Júnior (Brazil) right footed shot from outside the box is saved in the centre of the goal by Zion Suzuki (Japan). Assisted by Bruno Guimarães.
Brazil_vs_Japan_R32,Brazil,Japan,25,35',35.0,attempt_blocked,Brazil,3,0.494,4.482,Attempt blocked. Lucas Paquetá (Brazil) left footed shot from outside the box is blocked. Assisted by Vinícius Júnior.
Brazil_vs_Japan_R32,Brazil,Japan,26,38',38.0,attempt_saved,Brazil,4,0.681,6.723,Attempt saved. Matheus Cunha (Brazil) right footed shot from outside the box is saved in the centre of the goal by Zion Suzuki (Japan). Assisted by Lucas Paquetá.
Brazil_vs_Japan_R32,Brazil,Japan,27,45',45.0,added_time,neutral,0,0.0,0.0,Fourth official has announced 4 minutes of added time.
Brazil_vs_Japan_R32,Brazil,Japan,28,45',45.0,yellow_card,Japan,3,0.542,4.627,Daichi Kamada (Japan) is shown the yellow card for a bad foul.
Brazil_vs_Japan_R32,Brazil,Japan,29,45',45.0,free_kick_won,Brazil,1,0.796,1.796,Bruno Guimarães (Brazil) wins a free kick in the defensive half.
Brazil_vs_Japan_R32,Brazil,Japan,30,45',45.0,foul,Japan,1,0.0,1.0,Foul by Daichi Kamada (Japan).
Brazil_vs_Japan_R32,Brazil,Japan,31,45',45.0,attempt_blocked,Japan,3,0.494,4.482,Attempt blocked. Junya Ito (Japan) left footed shot from outside the box is blocked. Assisted by Daichi Kamada.
Brazil_vs_Japan_R32,Brazil,Japan,32,45+1',46.0,attempt_blocked,Brazil,3,0.494,4.482,Attempt blocked. Lucas Paquetá (Brazil) header from the centre of the box is blocked. Assisted by Marquinhos.
Brazil_vs_Japan_R32,Brazil,Japan,33,45+4',49.0,half_end,neutral,0,0.0,0.0,"First Half ends, Brazil 0, Japan 1."
Brazil_vs_Japan_R32,Brazil,Japan,34,45',45.0,substitution,Brazil,0,0.421,0.0,"Substitution, Brazil. Endrick replaces Lucas Paquetá because of an injury."
Brazil_vs_Japan_R32,Brazil,Japan,35,45',45.0,kickoff,neutral,0,0.0,0.0,"Second Half begins Brazil 0, Japan 1."
Brazil_vs_Japan_R32,Brazil,Japan,36,47',47.0,handball,Japan,2,0.0,2.0,Handball by Ritsu Doan (Japan).
Brazil_vs_Japan_R32,Brazil,Japan,37,48',48.0,yellow_card,Brazil,3,0.542,4.627,Danilo (Brazil) is shown the yellow card for a bad foul.
Brazil_vs_Japan_R32,Brazil,Japan,38,48',48.0,foul,Brazil,1,0.0,1.0,Foul by Danilo (Brazil).
Brazil_vs_Japan_R32,Brazil,Japan,39,48',48.0,free_kick_won,Japan,1,0.796,1.796,Daizen Maeda (Japan) wins a free kick in the defensive half.
Brazil_vs_Japan_R32,Brazil,Japan,40,49',49.0,foul,Brazil,1,0.0,1.0,Foul by Matheus Cunha (Brazil).
Brazil_vs_Japan_R32,Brazil,Japan,41,49',49.0,free_kick_won,Japan,1,0.796,1.796,Takehiro Tomiyasu (Japan) wins a free kick in the defensive half.
Brazil_vs_Japan_R32,Brazil,Japan,42,52',52.0,attempt_saved,Brazil,4,0.751,7.002,Attempt saved. Bruno Guimarães (Brazil) header from the centre of the box is saved in the top centre of the goal by Zion Suzuki (Japan). Assisted by Danilo with a cross.
Brazil_vs_Japan_R32,Brazil,Japan,43,53',53.0,attempt_missed,Brazil,3,0.477,4.43,Attempt missed. Endrick (Brazil) left footed shot from the centre of the box misses to the right. Assisted by Vinícius Júnior with a cross.
Brazil_vs_Japan_R32,Brazil,Japan,44,54',54.0,attempt_blocked,Brazil,3,0.494,4.482,Attempt blocked. Casemiro (Brazil) header from very close range is blocked. Assisted by Douglas Santos with a headed pass.
Brazil_vs_Japan_R32,Brazil,Japan,45,56',56.0,goal,Brazil,10,0.271,12.714,"Goal! Brazil 1, Japan 1. Casemiro (Brazil) header from the right side of the six yard box to the top right corner. Assisted by Gabriel Magalhães with a cross."
Brazil_vs_Japan_R32,Brazil,Japan,46,58',58.0,attempt_missed,Brazil,3,0.296,3.888,Attempt missed. Matheus Cunha (Brazil) right footed shot from outside the box is too high following a fast break.
Brazil_vs_Japan_R32,Brazil,Japan,47,58',58.0,attempt_saved,Brazil,4,0.681,6.723,Attempt saved. Vinícius Júnior (Brazil) right footed shot from the centre of the box is saved in the centre of the goal by Zion Suzuki (Japan). Assisted by Rayan.
Brazil_vs_Japan_R32,Brazil,Japan,48,60',60.0,handball,Japan,2,0.0,2.0,Handball by Ayase Ueda (Japan).
Brazil_vs_Japan_R32,Brazil,Japan,49,64',64.0,attempt_saved,Japan,4,0.681,6.723,Attempt saved. Ayase Ueda (Japan) right footed shot from the left side of the box is saved in the bottom left corner by Alisson Becker (Brazil). Assisted by Daizen Maeda.
Brazil_vs_Japan_R32,Brazil,Japan,50,66',66.0,substitution,Japan,0,0.0,0.0,"Substitution, Japan. Yukinari Sugawara replaces Ritsu Doan."
Brazil_vs_Japan_R32,Brazil,Japan,51,66',66.0,substitution,Japan,0,0.0,0.0,"Substitution, Japan. Junnosuke Suzuki replaces Keito Nakamura."
Brazil_vs_Japan_R32,Brazil,Japan,52,66',66.0,substitution,Brazil,0,0.0,0.0,"Substitution, Brazil. Gabriel Martinelli replaces Matheus Cunha."
Brazil_vs_Japan_R32,Brazil,Japan,53,68',68.0,drinks_break,neutral,0,0.318,0.0,Delay in match for a drinks break.
Brazil_vs_Japan_R32,Brazil,Japan,54,72',72.0,foul,Brazil,1,0.0,1.0,Foul by Gabriel Martinelli (Brazil).
Brazil_vs_Japan_R32,Brazil,Japan,55,72',72.0,free_kick_won,Japan,1,0.796,1.796,Junya Ito (Japan) wins a free kick in the defensive half.
Brazil_vs_Japan_R32,Brazil,Japan,56,74',74.0,attempt_blocked,Brazil,3,0.494,4.482,Attempt blocked. Rayan (Brazil) header from the right side of the six yard box is blocked. Assisted by Gabriel Magalhães with a cross.
Brazil_vs_Japan_R32,Brazil,Japan,57,77',77.0,attempt_missed,Brazil,3,0.45,4.349,"Attempt missed. Gabriel Martinelli (Brazil) right footed shot from outside the box is close, but misses to the right."
Brazil_vs_Japan_R32,Brazil,Japan,58,78',78.0,substitution,Japan,0,0.0,0.0,"Substitution, Japan. Ao Tanaka replaces Daichi Kamada."
Brazil_vs_Japan_R32,Brazil,Japan,59,78',78.0,substitution,Japan,0,0.0,0.0,"Substitution, Japan. Shuto Machino replaces Junya Ito."
Brazil_vs_Japan_R32,Brazil,Japan,60,84',84.0,yellow_card,Japan,3,0.542,4.627,Junnosuke Suzuki (Japan) is shown the yellow card for a bad foul.
Brazil_vs_Japan_R32,Brazil,Japan,61,84',84.0,free_kick_won,Brazil,1,0.791,1.791,Danilo (Brazil) wins a free kick on the right wing.
Brazil_vs_Japan_R32,Brazil,Japan,62,85',85.0,corner,Brazil,2,0.0,2.0,"Corner, Brazil. Conceded by Junnosuke Suzuki."
Brazil_vs_Japan_R32,Brazil,Japan,63,88',88.0,free_kick_won,Brazil,1,0.791,1.791,Rayan (Brazil) wins a free kick on the right wing.
Brazil_vs_Japan_R32,Brazil,Japan,64,88',88.0,foul,Japan,1,0.0,1.0,Foul by Junnosuke Suzuki (Japan).
Brazil_vs_Japan_R32,Brazil,Japan,65,89',89.0,corner,Brazil,2,0.0,2.0,"Corner, Brazil. Conceded by Kaishu Sano."
Brazil_vs_Japan_R32,Brazil,Japan,66,89',89.0,attempt_blocked,Brazil,3,0.494,4.482,Attempt blocked. Vinícius Júnior (Brazil) right footed shot from outside the box is blocked. Assisted by Gabriel Martinelli.
Brazil_vs_Japan_R32,Brazil,Japan,67,90',90.0,added_time,neutral,0,0.0,0.0,Fourth official has announced 6 minutes of added time.
Brazil_vs_Japan_R32,Brazil,Japan,68,90',90.0,free_kick_won,Brazil,1,0.791,1.791,Vinícius Júnior (Brazil) wins a free kick on the left wing.
Brazil_vs_Japan_R32,Brazil,Japan,69,90',90.0,foul,Japan,1,0.0,1.0,Foul by Ao Tanaka (Japan).
Brazil_vs_Japan_R32,Brazil,Japan,70,90+1',91.0,injury_delay,Brazil,0,0.625,0.0,Delay in match because of an injury Casemiro (Brazil).
Brazil_vs_Japan_R32,Brazil,Japan,71,90+3',93.0,corner,Brazil,2,0.0,2.0,"Corner, Brazil. Conceded by Shogo Taniguchi."
Brazil_vs_Japan_R32,Brazil,Japan,72,90+3',93.0,substitution,Brazil,0,0.421,0.0,"Substitution, Brazil. Fabinho replaces Casemiro because of an injury."
Brazil_vs_Japan_R32,Brazil,Japan,73,90+3',93.0,delay_over,neutral,0,0.052,0.0,Delay over. They are ready to continue.
Brazil_vs_Japan_R32,Brazil,Japan,74,90+4',94.0,attempt_missed,Brazil,3,0.296,3.888,Attempt missed. Fabinho (Brazil) header from the centre of the box is high and wide to the right. Assisted by Bruno Guimarães with a cross following a corner.
Brazil_vs_Japan_R32,Brazil,Japan,75,90+5',95.0,goal,Brazil,10,0.0,10.0,"Goal! Brazil 2, Japan 1. Gabriel Martinelli (Brazil) right footed shot from the centre of the box to the bottom right corner. Assisted by Bruno Guimarães."
Brazil_vs_Japan_R32,Brazil,Japan,76,90+7',97.0,substitution,Japan,0,0.0,0.0,"Substitution, Japan. Koki Ogawa replaces Daizen Maeda."
